example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
0	0	▁Sont	0.6494726538658142	1.5900886296549288e-07	0.6494724750518799	-21.96173095703125	12.620583534240723	15.65069580078125	1.0	15.65069580078125	1.0	15.65069580078125	1.0	14.89539909362793	2.0	13.353751182556152	7.0	2.8341445922851562	0.15423651039600372	0.16221731901168823	0.05837646871805191	0.03829248249530792	0.1312105357646942	0.13517096638679504	0.13423612713813782	0.44877564907073975	0.11375119537115097	0.09706483781337738	0.07100123167037964	0.0	0	1	1
0	1	-	0.9897714257240295	0.9505167603492737	0.03925466537475586	-0.05838337540626526	0.04968273267149925	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.09865780174732208	0.08383558690547943	0.01651529222726822	0.012480872683227062	0.010864109732210636	0.009594962000846863	0.09326621890068054	0.0516369566321373	0.15155471861362457	0.050638217478990555	0.11949937790632248	0.11107714474201202	0.42232733964920044	0	0	1
0	2	elles	0.2795841693878174	0.9822653532028198	-0.7026811838150024	1.8128300905227661	3.5033304691314697	3.5399553775787354	1.0	3.5399553775787354	1.0	3.5399553775787354	1.0	3.5399553775787354	1.0	3.5399553775787354	2.0	1.2033123970031738	0.0269802026450634	0.01986713707447052	0.016159359365701675	0.012191950343549252	0.008067384362220764	0.0639786422252655	0.02797570824623108	0.1333114355802536	0.03948519378900528	0.0862792581319809	0.09693403542041779	0.5520357489585876	0	1	1
0	3	▁à	0.4052993655204773	0.4085186719894409	-0.003219306468963623	0.011414118111133575	0.5347520709037781	0.0	1.0	0.0	1.0	0.41827747225761414	2.0	0.3839713931083679	4.0	0.5165038108825684	11.0	0.46101564168930054	0.02200397290289402	0.010953012853860855	0.01074167713522911	0.008820557966828346	0.06487536430358887	0.10437126457691193	0.0425238162279129	0.26965123414993286	0.08422815799713135	0.058182187378406525	0.09239175915718079	0.34865161776542664	0	0	1
0	4	▁l	0.9919100403785706	0.990259051322937	0.001650989055633545	-0.0024033463560044765	0.001041465438902378	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.770222544670105	0.02858392894268036	0.020445169880986214	0.008233650587499142	0.008542974479496479	0.007995864376425743	0.08703131973743439	0.03679409995675087	0.26210808753967285	0.059179261326789856	0.0797838568687439	0.07064782083034515	0.4044554829597473	0	0	1
0	5	'	0.997148334980011	0.9978679418563843	-0.000719606876373291	0.0010407844092696905	0.0020842025987803936	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.2784481048583984	0.018284082412719727	0.011520645581185818	0.009993532672524452	0.008642037399113178	0.005130738485604525	0.11130644381046295	0.02960946597158909	0.22385606169700623	0.05222146585583687	0.16631890833377838	0.0475480891764164	0.36913949251174927	0	0	1
0	6	hôtel	0.9940395355224609	0.980818510055542	0.013221025466918945	-0.019317036494612694	0.006810529623180628	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.40985459089279175	0.020571360364556313	0.008855316787958145	0.00727420300245285	0.005625855643302202	0.004378525074571371	0.06203620880842209	0.026288433000445366	0.3812946379184723	0.060898687690496445	0.040918994694948196	0.04833405092358589	0.3802289664745331	0	0	1
0	7	?	0.2787105143070221	0.9490049481391907	-0.6702944040298462	1.7676482200622559	1.8139327764511108	1.8128210306167603	1.0	1.8128210306167603	1.0	1.8128210306167603	1.0	1.8128210306167603	1.0	1.8128210306167603	2.0	0.13152258098125458	0.012303297407925129	0.008632724173367023	0.008340424858033657	0.01784418523311615	0.02752910926938057	0.08777932822704315	0.05758816376328468	0.10519792139530182	0.052047017961740494	0.4189070165157318	0.02770148031413555	0.2507791519165039	0	0	1
0	8	</s>	0.9928620457649231	0.0800846666097641	0.9127773642539978	-3.63199520111084	2.503070592880249	2.516709327697754	1.0	2.516709327697754	1.0	2.516709327697754	1.0	2.516709327697754	1.0	2.516709327697754	1.0	0.552653431892395	0.018816513940691948	0.00978616252541542	0.006143762730062008	0.010585741139948368	0.08500489592552185	0.08282952010631561	0.06230786815285683	0.0857122614979744	0.04514041170477867	0.11479538679122925	0.07256121188402176	0.5366532206535339	0	0	1
1	0	▁-	0.9070858359336853	3.5729561204789206e-05	0.9070501327514648	-14.63183307647705	10.129034996032715	10.238198280334473	1.0	10.238198280334473	1.0	10.238198280334473	1.0	10.238198280334473	1.0	10.238198280334473	1.0	2.4697046279907227	0.2004822939634323	0.13966092467308044	0.053869377821683884	0.034544263035058975	0.11477209627628326	0.17286667227745056	0.190693199634552	0.35842329263687134	0.0855739489197731	0.10102668404579163	0.09141616523265839	0.0	0	0	0
1	1	▁Quelle	0.6275046467781067	0.6978389024734497	-0.07033425569534302	0.15326784551143646	0.2001112401485443	0.0	1.0	0.0	1.0	0.0	1.0	0.13507850468158722	2.0	0.178809255361557	7.0	1.9375312328338623	0.06755475699901581	0.03940936177968979	0.045209355652332306	0.05252143740653992	0.02395576983690262	0.1016528382897377	0.07221707701683044	0.47316867113113403	0.10986663401126862	0.06056657433509827	0.054009731858968735	0.1285184919834137	0	0	0
1	2	▁tension	0.9731740951538086	0.9914029240608215	-0.01822882890701294	0.026773592457175255	0.02385522797703743	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.3757214844226837	0.02690204605460167	0.007665907498449087	0.012840237468481064	0.022337963804602623	0.015925167128443718	0.1128765121102333	0.02653292566537857	0.6102840900421143	0.10936850309371948	0.026503998786211014	0.013620098121464252	0.10081382095813751	0	0	0
1	3	▁ont	0.12857697904109955	0.4450298547744751	-0.31645286083221436	1.7912696599960327	0.9941831231117249	1.2870900630950928	1.0	1.2870900630950928	1.0	1.2191877365112305	2.0	1.1613045930862427	5.0	1.051354169845581	42.0	0.3716292381286621	0.02301740273833275	0.009356135502457619	0.014897279441356659	0.016361992806196213	0.03196204453706741	0.09114421904087067	0.03181884437799454	0.5106186270713806	0.11576927453279495	0.049170687794685364	0.01762322336435318	0.18385514616966248	0	0	0
1	4	-	0.9903068542480469	0.9878969192504883	0.0024099349975585938	-0.0035151669289916754	0.0022402997128665447	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.5092852711677551	0.013279860839247704	0.020774921402335167	0.015501147136092186	0.01571221463382244	0.011178461834788322	0.06692859530448914	0.031196245923638344	0.14909102022647858	0.03673435375094414	0.16382351517677307	0.04301467910408974	0.5092115998268127	0	0	0
1	5	ils	0.8679865002632141	0.9643215537071228	-0.09633505344390869	0.1518416702747345	0.16717009246349335	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.15760037302970886	2.0	0.8668633103370667	0.016294632107019424	0.011839078739285469	0.011406967416405678	0.008401650935411453	0.021076057106256485	0.1498744934797287	0.01803707890212536	0.12717315554618835	0.04170525074005127	0.17407600581645966	0.020433511584997177	0.4687004089355469	0	1	0
1	6	▁tenu	0.14769165217876434	0.3158647418022156	-0.16817308962345123	1.0967185497283936	0.39920809864997864	0.12728406488895416	1.0	0.390447199344635	2.0	0.390447199344635	3.0	0.39106130599975586	4.0	0.40445512533187866	28.0	0.28201645612716675	0.011784553527832031	0.01509106159210205	0.009764953516423702	0.012162375263869762	0.019802989438176155	0.07355466485023499	0.0197050329297781	0.42531052231788635	0.11111261695623398	0.023976435884833336	0.018250755965709686	0.32808995246887207	0	0	0
1	7	?	0.2705882787704468	0.9687883853912354	-0.6982001066207886	1.8400821685791016	2.0781378746032715	2.0982863903045654	1.0	2.0982863903045654	1.0	2.0982863903045654	1.0	2.0982863903045654	1.0	2.0982863903045654	2.0	0.28112727403640747	0.012983706779778004	0.011728718876838684	0.01750812493264675	0.011431152001023293	0.01580801047384739	0.102103590965271	0.023721974343061447	0.11611828207969666	0.04793640226125717	0.341840535402298	0.019331378862261772	0.3489479720592499	0	0	0
