example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
0	0	▁Elles	0.14179348945617676	2.4248301997431554e-05	0.14176924526691437	-12.513620376586914	10.096014976501465	10.901283264160156	1.0	10.897308349609375	2.0	10.448352813720703	4.0	10.458783149719238	5.0	10.46461296081543	12.0	87.39297485351562	8.998283386230469	0.6887334585189819	0.42184561491012573	0.775367259979248	2.5705151557922363	0.1923428773880005	0.11238565295934677	0.3589667081832886	0.09235212206840515	0.17465642094612122	0.06929617375135422	0.0	0	1	1
0	1	▁sont	0.822875440120697	0.6938227415084839	0.12905269861221313	-0.24610689282417297	0.08824154734611511	0.0	1.0	0.0	1.0	0.0	1.0	0.07471343874931335	1.0	0.07471343874931335	2.0	1.9361684167051862e-07	0.21174786984920502	0.12542212009429932	0.1439124345779419	0.09299157559871674	0.045693300664424896	0.17896032333374023	0.09499160945415497	0.29457828402519226	0.10316818207502365	0.106307752430439	0.0683642104268074	0.15362964570522308	0	0	1
0	2	▁à	0.7092359066009521	0.5521413683891296	0.1570945382118225	-0.3612278997898102	0.10705838352441788	0.0	1.0	0.0	1.0	0.0	1.0	0.056850872933864594	1.0	0.0611758828163147	2.0	3.240016241412569e-11	0.005778358317911625	0.1009555459022522	0.13222411274909973	0.14839811623096466	0.3503111004829407	0.13127833604812622	0.06862687319517136	0.28892746567726135	0.08313865214586258	0.09553289413452148	0.06999874114990234	0.26249706745147705	0	0	1
0	3	▁l	0.9839708209037781	0.9877452254295349	-0.003774404525756836	0.00552346371114254	0.005424145609140396	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.1395764934067918e-12	0.0014393094461411238	0.06868406385183334	0.08759106695652008	0.06216500326991081	0.0015058389399200678	0.10421538352966309	0.04148424044251442	0.2093668133020401	0.04319868981838226	0.3688938021659851	0.04062667116522789	0.19221439957618713	0	0	1
0	4	'	0.9987272620201111	0.9983710646629333	0.0003561973571777344	-0.0005146522889845073	0.0004211593768559396	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-6.14856473027392e-14	0.00017576111713424325	0.07067671418190002	0.05537521094083786	0.024077560752630234	0.05479602515697479	0.09122774004936218	0.036953359842300415	0.17581143975257874	0.041238125413656235	0.30422428250312805	0.039567988365888596	0.31097695231437683	0	0	1
0	5	hôtel	0.9731748700141907	0.9188511371612549	0.05432373285293579	-0.08286792039871216	0.029347002506256104	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	5.114171308662208e-09	0.04561440646648407	0.08128377795219421	0.08758306503295898	0.05954501032829285	0.09665040671825409	0.08352036774158478	0.0412818044424057	0.3027050495147705	0.0619703009724617	0.17119424045085907	0.03073645569384098	0.3085917830467224	0	0	1
0	6	?	0.1917770951986313	0.9612745046615601	-0.7694973945617676	2.3255181312561035	2.279810905456543	2.304865837097168	1.0	2.304865837097168	1.0	2.304865837097168	1.0	2.304865837097168	1.0	2.304865837097168	2.0	-2.2940323012408264e-16	9.64789287536405e-05	0.043298449367284775	0.10806646943092346	0.15990181267261505	0.7731281518936157	0.10204298794269562	0.037144266068935394	0.10062111169099808	0.04159918427467346	0.33439943194389343	0.04280729964375496	0.34138569235801697	0	0	1
0	7	</s>	0.9875934720039368	0.06776659935712814	0.919826865196228	-3.8652710914611816	2.674525737762451	2.6881282329559326	1.0	2.6881282329559326	1.0	2.6881282329559326	1.0	2.6881282329559326	1.0	2.6881282329559326	1.0	-2.7063482566092034e-09	0.0002699906472116709	0.08650156110525131	0.1030196100473404	0.6428446769714355	0.0258171409368515	0.10071192681789398	0.042607713490724564	0.0707814171910286	0.03621432185173035	0.32829591631889343	0.059553977102041245	0.3618347942829132	0	0	1
1	0	▁-	0.7384978532791138	8.213359251385555e-05	0.7384157180786133	-13.134333610534668	9.43100357055664	9.40378475189209	1.0	9.40378475189209	1.0	9.40378475189209	1.0	9.40378475189209	1.0	9.669075012207031	3.0	46.652000427246094	1.1594903469085693	0.44420069456100464	0.35832417011260986	1.5290658473968506	3.9868240356445312	0.16704410314559937	0.22770416736602783	0.3172529339790344	0.08085184544324875	0.12405254691839218	0.08309439569711685	0.0	0	0	0
1	1	▁Quelle	0.7357845306396484	0.8125121593475342	-0.07672762870788574	0.14310605823993683	0.11442840844392776	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.08207850158214569	4.0	6.539648922214425e-13	5.115447856951505e-05	0.15592904388904572	0.25695666670799255	0.20532599091529846	0.2209736853837967	0.13785524666309357	0.09459499269723892	0.3678419589996338	0.08896209299564362	0.11766265332698822	0.07653556764125824	0.11654748767614365	0	0	0
1	2	▁tension	0.9889727234840393	0.9940339922904968	-0.0050612688064575195	0.007364487741142511	0.0071314419619739056	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.4283202398601702e-10	0.014510901644825935	0.16250133514404297	0.10935600101947784	0.12290631234645844	0.06578662991523743	0.13859689235687256	0.02241342142224312	0.6179008483886719	0.03310704603791237	0.055243682116270065	0.026193171739578247	0.10654494166374207	0	0	0
1	3	▁ils	0.6385882496833801	0.7135670185089111	-0.074978768825531	0.16016294062137604	0.34395402669906616	0.0	1.0	0.0	1.0	0.0	1.0	0.033674970269203186	2.0	0.23258580267429352	14.0	-5.398565730096202e-18	0.0003924155898857862	0.19127599895000458	0.1252911388874054	0.24128034710884094	0.26544392108917236	0.35375189781188965	0.024424605071544647	0.1518573760986328	0.0358908511698246	0.1936987191438675	0.02062193490564823	0.2197546511888504	0	1	0
1	4	▁tenaient	0.5924508571624756	0.46794459223747253	0.12450626492500305	-0.3403577208518982	0.21558883786201477	0.0	1.0	0.0	1.0	0.10810403525829315	1.0	0.10810403525829315	2.0	0.18082337081432343	11.0	1.636150585426759e-19	1.8205915694124997e-05	0.04959191754460335	0.10615800321102142	0.1348682940006256	0.2077726125717163	0.16764512658119202	0.03216051310300827	0.3318566083908081	0.06375156342983246	0.16433636844158173	0.019645527005195618	0.2206043303012848	0	0	0
1	5	?	0.5037227272987366	0.9753519296646118	-0.47162920236587524	0.9532931447029114	1.390843152999878	0.0	1.0	0.0	1.0	0.0	1.0	1.3997083902359009	2.0	1.3997083902359009	2.0	7.088615348038729e-07	0.008239155635237694	0.2745607793331146	0.10308091342449188	0.1931115984916687	0.22706766426563263	0.11421462148427963	0.03246675059199333	0.09073630720376968	0.04726271703839302	0.329741895198822	0.0362490676343441	0.3493286073207855	0	0	0
1	6	</s>	0.9830183982849121	0.9839438199996948	-0.0009254217147827148	0.0013574955519288778	0.01340695470571518	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-9.732907102488753e-08	0.0001216225209645927	0.07846076041460037	0.1070159450173378	0.13414904475212097	0.00936324242502451	0.12718704342842102	0.07179004698991776	0.13008899986743927	0.06260073184967041	0.11076229065656662	0.07589348405599594	0.42167729139328003	0	0	0
2	0	▁Comment	0.7884811758995056	3.0715552838955773e-06	0.7884780764579773	-17.96974754333496	11.566059112548828	12.687613487243652	1.0	12.687613487243652	1.0	12.687613487243652	1.0	12.687613487243652	1.0	12.113363265991211	5.0	47.23079299926758	1.2844951152801514	0.5578627586364746	0.4242662489414215	0.8136686682701111	2.9394733905792236	0.1607988327741623	0.12905992567539215	0.5049363970756531	0.05812859162688255	0.0919683426618576	0.055107854306697845	0.0	0	0	1
2	1	▁elle	0.20069977641105652	0.8406039476394653	-0.6399041414260864	2.066387176513672	1.5957632064819336	1.310412883758545	1.0	1.310412883758545	1.0	1.310412883758545	2.0	1.4793782234191895	5.0	1.5764882564544678	12.0	7.3777705438260455e-06	0.04451461136341095	0.3096151351928711	0.2096070796251297	0.15520641207695007	0.2746207118034363	0.18577955663204193	0.03504768759012222	0.526218593120575	0.037000689655542374	0.0751829594373703	0.048977650701999664	0.09179282933473587	0	1	1
2	2	▁te	0.4153008759021759	0.9780759215354919	-0.5627750158309937	1.2357895374298096	2.6311941146850586	2.6683669090270996	1.0	2.6683669090270996	1.0	2.6683669090270996	1.0	2.6683669090270996	2.0	2.6683669090270996	2.0	3.31658248356689e-21	3.5352077247807756e-06	0.18095633387565613	0.12254175543785095	0.09451495856046677	0.2734234035015106	0.1403539776802063	0.015791038051247597	0.6594672799110413	0.03572647273540497	0.06494729220867157	0.017353784292936325	0.06636010855436325	0	0	1
2	3	▁h	0.993058443069458	0.999589741230011	-0.0065312981605529785	0.009457471780478954	0.015373697504401207	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.5639007208635186e-26	4.680772690335289e-06	0.04619910195469856	0.1205316111445427	0.12083550542593002	0.2076142132282257	0.29613202810287476	0.013545725494623184	0.4551738202571869	0.021970609202980995	0.11249236017465591	0.015020633116364479	0.08566483855247498	0	0	1
2	4	ante	0.7554497122764587	0.9593639969825745	-0.20391428470611572	0.3447425961494446	0.2682848274707794	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.2544199526309967	2.0	8.82013025581585e-32	1.5416239875776228e-06	0.002118087140843272	0.12853240966796875	0.10635258257389069	0.11767606437206268	0.13651157915592194	0.015313328243792057	0.34998857975006104	0.020171254873275757	0.05844205617904663	0.04260294511914253	0.37697023153305054	0	0	1
2	5	?	0.21289058029651642	0.9730128049850464	-0.7601222395896912	2.1923465728759766	2.5440187454223633	2.580026149749756	1.0	2.580026149749756	1.0	2.580026149749756	1.0	2.580026149749756	1.0	2.580026149749756	2.0	6.448162388065244e-20	6.608461262658238e-05	0.12921759486198425	0.11988002061843872	0.30955344438552856	0.3851619362831116	0.10739117115736008	0.01878305710852146	0.22426019608974457	0.023790884763002396	0.2820911109447479	0.04872437193989754	0.29495924711227417	0	0	1
2	6	</s>	0.9903876185417175	0.9339967966079712	0.05639082193374634	-0.08457566052675247	0.06592883914709091	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.513496994398622e-09	0.00018059054855257273	0.0999898687005043	0.17523184418678284	0.7907572984695435	0.015960436314344406	0.11140638589859009	0.04434216767549515	0.21637755632400513	0.04962217062711716	0.10893340408802032	0.061852190643548965	0.4074661135673523	0	0	1
3	0	▁C	0.5326464772224426	9.040617442224175e-05	0.5325560569763184	-12.524469375610352	8.665982246398926	9.307528495788574	1.0	9.307528495788574	1.0	9.307528495788574	1.0	9.331579208374023	3.0	8.965375900268555	8.0	46.91790771484375	1.4443432092666626	0.4779115915298462	0.4287809133529663	0.8660370111465454	2.641732931137085	0.186397984623909	0.13089929521083832	0.46555545926094055	0.09568579494953156	0.06663840264081955	0.054823096841573715	0.0	0	0	1
