example_idx	token_idx	token	probability	contrast_prob	pcxmi	kl_divergence	is_supporting_context	is_context_sensitive	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_correct
0	0	▁Sont	0.6494726538658142	0.5961328148841858	-0.1236350312829017	0.4793716669082641	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.3372248709201813	2.0	0.4557651877403259	7.0	0.698635995388031	0.2789461612701416	0.1095860749483108	0.0597367361187934	0.1077299267053604	0.1372516900300979	0.135170966386795	0.1342361271381378	0.4487756490707397	0.1137511953711509	0.0970648378133773	0.0710012316703796	0.0	1
0	1	-	0.9897714257240297	0.9623502492904664	-0.0405333787202835	0.0402338095009326	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.102368339896202	0.0736476182937622	0.0135839665308594	0.0109150549396872	0.010150134563446	0.0058330064639449	0.0932662189006805	0.0516369566321373	0.1515547186136245	0.0506382174789905	0.1194993779063224	0.111077144742012	0.4223273396492004	1
0	2	elles	0.2795841693878174	0.9802614450454712	1.8098838329315183	3.482975959777832	0	1	3.517666339874268	1.0	3.517666339874268	1.0	3.517666339874268	1.0	3.517666339874268	1.0	3.517666339874268	2.0	1.2864911556243896	0.0269866380840539	0.0156891848891973	0.0158968977630138	0.0107863191515207	0.0068670762702822	0.0639786422252655	0.027975708246231	0.1333114355802536	0.0394851937890052	0.0862792581319809	0.0969340354204177	0.5520357489585876	1
0	3	▁à	0.4052993655204773	0.6857564449310303	0.7587083578109741	0.6334312558174133	0	0	0.0	1.0	0.0	1.0	0.5813618302345276	2.0	0.4775519967079162	4.0	0.6448560953140259	11.0	0.450714647769928	0.0242480281740427	0.0099018607288599	0.013390814885497	0.0126620838418602	0.048556201159954	0.1043712645769119	0.0425238162279129	0.2696512341499328	0.0842281579971313	0.0581821873784065	0.0923917591571807	0.3486516177654266	1
0	4	▁l	0.9919100403785706	0.9938327074050904	0.0027937237173318	0.0009764762362465	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.016541242599488	0.0328159220516681	0.0157486349344253	0.0067535401321947	0.0075804470106959	0.005788929760456	0.0870313197374343	0.0367940999567508	0.2621080875396728	0.0591792613267898	0.0797838568687439	0.0706478208303451	0.4044554829597473	1
0	5	'	0.997148334980011	0.998354196548462	0.0017435813788324	0.0021766112186014	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.430396318435669	0.0197557285428047	0.008880328387022	0.009240592829883	0.0042512300424277	0.0052655101753771	0.1113064438104629	0.029609465971589	0.2238560616970062	0.0522214658558368	0.1663189083337783	0.0475480891764164	0.3691394925117492	1
0	6	hôtel	0.9940395355224608	0.9853675961494446	-0.0126412464305758	0.0038796789012849	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.4595746695995331	0.0221361294388771	0.0087543232366442	0.0080198682844638	0.0050507802516222	0.0045043155550956	0.062036208808422	0.0262884330004453	0.3812946379184723	0.0608986876904964	0.0409189946949481	0.0483340509235858	0.3802289664745331	1
0	7	?	0.2787105143070221	0.965052604675293	1.7918401956558228	1.9549849033355715	0	0	1.962700366973877	1.0	1.962700366973877	1.0	1.962700366973877	1.0	1.962700366973877	1.0	1.962700366973877	2.0	0.1339234113693237	0.0129982214421033	0.0085681807249784	0.0088306833058595	0.0095433220267295	0.0106033906340599	0.0877793282270431	0.0575881637632846	0.1051979213953018	0.0520470179617404	0.4189070165157318	0.0277014803141355	0.2507791519165039	1
0	8	</s>	0.9928620457649232	0.995890736579895	0.0043942206539213	0.0016166005516424	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.6228793859481812	0.0197600256651639	0.0092720426619052	0.0083092330023646	0.0047469018027186	0.0043205330148339	0.0828295201063156	0.0623078681528568	0.0857122614979744	0.0451404117047786	0.1147953867912292	0.0725612118840217	0.5366532206535339	1
1	0	▁-	0.9070858359336852	0.9820428490638732	0.1145468652248382	0.0992211103439331	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.371759295463562	0.3069511353969574	0.1201775819063186	0.0547170117497444	0.0664357244968414	0.07239431142807	0.1728666722774505	0.190693199634552	0.3584232926368713	0.0855739489197731	0.1010266840457916	0.0914161652326583	0.0	0
1	1	▁Quelle	0.6275046467781067	0.8154518604278564	0.3779735565185547	0.175256997346878	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.1090456172823906	2.0	0.1146792247891426	7.0	1.8306456804275515	0.0476345643401145	0.0360034815967083	0.0362948849797248	0.036294225603342	0.0250563342124223	0.1016528382897377	0.0722170770168304	0.473168671131134	0.1098666340112686	0.0605665743350982	0.0540097318589687	0.1285184919834137	0
1	2	▁tension	0.9731740951538086	0.9925196170806884	0.0283976849168539	0.0274915881454944	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.3641948997974396	0.0238775685429573	0.0075111030600965	0.0144153805449604	0.0231333561241626	0.015003815293312	0.1128765121102333	0.0265329256653785	0.6102840900421143	0.1093685030937194	0.026503998786211	0.0136200981214642	0.1008138209581375	0
1	3	▁ont	0.1285769790410995	0.4623177051544189	1.846252202987671	0.9476568698883056	0	0	1.2355360984802246	1.0	1.2355360984802246	1.0	1.1362224817276	2.0	1.0990334749221802	5.0	0.998056173324585	42.0	0.3646152019500732	0.0205693431198596	0.0106829237192869	0.0135801117867231	0.0148509312421083	0.0325570181012153	0.0911442190408706	0.0318188443779945	0.5106186270713806	0.1157692745327949	0.0491706877946853	0.0176232233643531	0.1838551461696624	0
1	4	-	0.9903068542480468	0.9871925115585328	-0.0045441845431923	0.0032717618159949	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.4868353605270386	0.0133818201720714	0.025664385408163	0.0164160020649433	0.0199244655668735	0.0134549438953399	0.0669285953044891	0.0311962459236383	0.1490910202264785	0.0367343537509441	0.163823515176773	0.0430146791040897	0.5092115998268127	0
1	5	ils	0.8679865002632141	0.9528806805610656	0.1346229612827301	0.1484071910381317	0	1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.1337001323699951	2.0	0.8793600797653198	0.0155232334509491	0.0136428968980908	0.0112135829403996	0.0075869625434279	0.0233442205935716	0.1498744934797287	0.0180370789021253	0.1271731555461883	0.0417052507400512	0.1740760058164596	0.0204335115849971	0.4687004089355469	0
1	6	▁tenu	0.1476916521787643	0.3095262050628662	1.067473292350769	0.3354708552360534	0	0	0.1101142615079879	1.0	0.2735311686992645	2.0	0.2735311686992645	3.0	0.298679769039154	4.0	0.3289455771446228	28.0	0.2964652478694916	0.0119848512113094	0.0164700765162706	0.0094559108838438	0.0125202713534235	0.0163456182926893	0.0735546648502349	0.0197050329297781	0.4253105223178863	0.1111126169562339	0.0239764358848333	0.0182507559657096	0.328089952468872	0
1	7	?	0.2705882787704468	0.968850076198578	1.8401740789413448	2.0591890811920166	0	0	2.0785531997680664	1.0	2.0785531997680664	1.0	2.0785531997680664	1.0	2.0785531997680664	1.0	2.0785531997680664	2.0	0.3114749491214752	0.0136505458503961	0.0124247968196868	0.0175883881747722	0.0101748267188668	0.017729964107275	0.102103590965271	0.0237219743430614	0.1161182820796966	0.0479364022612571	0.341840535402298	0.0193313788622617	0.3489479720592499	0
1	8	</s>	0.991060197353363	0.9969586133956908	0.0085609350353479	0.005603380035609	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.8414285182952881	0.0155753511935472	0.0157920978963375	0.0085825622081756	0.0130113046616315	0.0209546517580747	0.0855224207043647	0.0851843878626823	0.1224436461925506	0.0352193638682365	0.0937595516443252	0.0710652023553848	0.506805419921875	0
