example_idx	token_idx	token	probability	contrast_prob	pcxmi	kl_divergence	is_supporting_context	is_context_sensitive	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_ctx_attr	tgt_brk_attr	tgt_curr_attr	is_correct
0	0	▁Elles	0.1417934894561767	0.7936251163482666	2.484666347503662	1.8729934692382808	0	1	1.8512364625930784	1.0	1.8848048448562624	2.0	2.3364691734313965	4.0	2.172546863555908	5.0	1.9125896692276	12.0	26.553260803222656	0.7351323366165161	0.4260377287864685	0.4370371699333191	0.981720209121704	2.378507614135742	0.1923428773880005	0.1123856529593467	0.3589667081832886	0.0923521220684051	0.1746564209461212	0.0692961737513542	0.0	1
0	1	▁sont	0.822875440120697	0.8275089263916016	0.0081008113920688	0.0169592164456844	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	5.006114952266216e-05	2.0	1.865763579189661e-07	0.0753910988569259	0.1074158027768135	0.1385167241096496	0.0999251306056976	0.0638935714960098	0.1789603233337402	0.0949916094541549	0.2945782840251922	0.1031681820750236	0.106307752430439	0.0683642104268074	0.153629645705223	1
0	2	▁à	0.7092359066009521	0.6663318872451782	-0.0900246873497963	0.045266568660736	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0063365884125232	1.0	0.0063365884125232	2.0	3.1825098112392425e-11	0.0051318854093551	0.0915786027908325	0.1305849105119705	0.1579367369413375	0.1378500461578369	0.1312783360481262	0.0686268731951713	0.2889274656772613	0.0831386521458625	0.0955328941345214	0.0699987411499023	0.262497067451477	1
0	3	▁l	0.983970820903778	0.9892219305038452	0.007678700145334	0.0056111351586878	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.1736507992836666e-12	0.0014220993034541	0.0694346129894256	0.0838477686047554	0.0621439963579177	0.0010638057719916	0.104215383529663	0.0414842404425144	0.2093668133020401	0.0431986898183822	0.3688938021659851	0.0406266711652278	0.1922143995761871	1
0	4	'	0.9987272620201112	0.9984198808670044	-0.0004441628116182	0.0004230190825182	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.9477515670365765e-14	0.0004492700099945	0.0656231343746185	0.0528556182980537	0.0240234620869159	0.0493661314249038	0.0912277400493621	0.0369533598423004	0.1758114397525787	0.0412381254136562	0.304224282503128	0.0395679883658885	0.3109769523143768	1
0	5	hôtel	0.9731748700141908	0.9009149074554444	-0.1113082692027092	0.0435910001397132	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	4.665666519798606e-09	0.0327774509787559	0.0822879821062088	0.0863760262727737	0.0616244375705719	0.1028644293546676	0.0835203677415847	0.0412818044424057	0.3027050495147705	0.0619703009724617	0.171194240450859	0.0307364556938409	0.3085917830467224	1
0	6	?	0.1917770951986313	0.963980793952942	2.32957410812378	2.339653968811035	0	0	2.3664209842681885	1.0	2.3664209842681885	1.0	2.3664209842681885	1.0	2.3664209842681885	1.0	2.3664209842681885	2.0	-2.383159490231088e-16	9.08698348212056e-05	0.0501709543168544	0.1182010397315025	0.1910144388675689	0.800315797328949	0.1020429879426956	0.0371442660689353	0.100621111690998	0.0415991842746734	0.3343994319438934	0.0428072996437549	0.3413856923580169	1
0	7	</s>	0.9875934720039368	0.9943298101425172	0.0098071182146668	0.003832803107798	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	4.6106721218741603e-10	0.0002788932761177	0.0874740853905677	0.1036625429987907	0.276206910610199	0.0321940779685974	0.1007119268178939	0.0426077134907245	0.0707814171910286	0.0362143218517303	0.3282959163188934	0.0595539771020412	0.3618347942829132	1
1	0	▁-	0.7384978532791138	0.9574902057647704	0.3746640384197235	0.3223381340503692	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.2182164490222931	3.0	24.874744415283203	0.4136017262935638	0.3544978201389313	0.3775432705879211	1.0315176248550415	3.76322078704834	0.1670441031455993	0.2277041673660278	0.3172529339790344	0.0808518454432487	0.1240525469183921	0.0830943956971168	0.0	0
1	1	▁Quelle	0.7357845306396484	0.7648423314094543	0.0558790266513824	0.0819187462329864	0	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0633434802293777	4.0	6.703489217711744e-13	5.156836414244026e-05	0.1679410934448242	0.2253010869026184	0.1546559333801269	0.156148076057434	0.1378552466630935	0.0945949926972389	0.3678419589996338	0.0889620929956436	0.1176626533269882	0.0765355676412582	0.1165474876761436	0
